Posted Date,Letter Issue Date,Company Name,Issuing Office,Subject,Letter Type
07/15/2014,04/02/2014,AB Science,Center for Veterinary Medicine,Unapproved New Animal Drug/Adultered/Misbranded/Misleading,Warning Letter
07/15/2014,06/19/2014,"Pinnacle Labs International, Inc.",Los Angeles District Office,"CGMP/Manufacturing, Packaging, Labeling, or Holding Operations for Dietary Supplements/Adulterated",Warning Letter
07/15/2014,06/23/2014,God's Little Dairy,New York District Office,Illegal Drug Residue,Warning Letter
07/15/2014,06/24/2014,Albert Max Inc. dba: Vita Springs Health,Los Angeles District Office,"CGMP/Manufacturing, Packaging, Labeling, or Holding Operations for Dietary Supplements/Adulterated",Warning Letter
07/15/2014,06/25/2014,"Conklin Dairy Sales, LLC",Cincinnati District Office,Illegal Drug Residue,Warning Letter
07/15/2014,06/30/2014,Crossbrook Farm,New York District Office,Illegal Drug Residue,Warning Letter
07/15/2014,06/30/2014,Willie Schmucker,New York District Office,Illegal Drug Residue,Warning Letter
07/15/2014,07/02/2014,Sterling Heights Dairy Farm LLC,Cincinnati District Office,Illegal Drug Residue,Warning Letter
07/15/2014,07/03/2014,"Easy Moon, Inc. - Ramona Egg Ranch",Los Angeles District Office,PHS Act/Shell Egg Regulation/Adulterated,Warning Letter
07/15/2014,07/07/2014,JCB Labs LLC,Kansas City District Office,Compounding Pharmacy/Adulteration/Misbranding,Warning Letter
07/15/2014,07/09/2014,www.200cigarettes.biz,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
07/15/2014,07/02/2014,Central Soyfoods,Kansas City District Office,CGMP/Food/Adulterated,Warning Letter
07/15/2014,07/02/2014,Ventlab LLC,Detroit District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
07/08/2014,06/11/2014,"Smith & Nephew, Inc.",Florida District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
07/08/2014,06/27/2014,"Zynex Medical, Inc.",Denver District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
07/08/2014,06/30/2014,"Phillips Respironics, Inc.",Philadelphia District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
07/07/2014,06/27/2014,"Zarbee's, Inc.",Denver District Office,New Drug/Labeling/Misbranded,Warning Letter
07/07/2014,06/30/2014,I.T.S. GmbH,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
07/01/2014,05/21/2014,"Life Force of Tampa, LLC",Florida District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
07/01/2014,05/29/2014,Bhelliom Enterprises Corp,Florida District Office,"CGMP/Manufacturing, Packaging, Labeling, or Holding Operations for Dietary Supplements/Adulterated",Warning Letter
07/01/2014,06/02/2014,HeartWare Inc,Florida District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
07/01/2014,06/23/2014,Wyldewood Cellars Inc,Kansas City District Office,CGMP/Dietary Supplement/Labeling/Adulterated,Warning Letter
07/01/2014,06/23/2014,Pharmacy Creations,New Jersey District Office,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
07/01/2014,06/23/2014,Veenstra Dairy #1,Seattle District Office,Illegal Drug Residue,Warning Letter
07/01/2014,06/24/2014,Paul Pushlar,New York District Office,Illegal Drug Residue,Warning Letter
07/01/2014,06/25/2014,Dexta Corporation,San Francisco District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
07/01/2014,06/20/2014,"CNMC Company, Inc.",New Orleans District Office,CGMP/QSR/Medical Devices/PMA/Adulterated,Warning Letter
07/01/2014,06/18/2014,"Conductive Technologies, Inc",Philadelphia District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
06/25/2014,06/05/2014,www.buy-cheapcigarettes.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
06/24/2014,06/05/2014,Rod McNeal Dairy,Dallas District Office,Illegal Drug Residue,Warning Letter
06/24/2014,01/28/2014,Hudson Radiology Center,New Jersey District Office,Mammography Quality Standards,Warning Letter
06/24/2014,06/04/2014,"Owen Mumford USA, Inc.",Atlanta District Office,Medical Device Reporting/Misbranded,Warning Letter
06/24/2014,06/05/2014,Nutrishop,New Jersey District Office,Unapproved New Drug/Misbranded,Warning Letter
06/24/2014,06/06/2014,MTI Precision Products LLC.,New Jersey District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
06/24/2014,06/09/2014,Arno Fritz GmbH,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated/Misbranded,Warning Letter
06/24/2014,06/12/2014,Edwin Brasil Dairy,San Francisco District Office,Illegal Drug Residue,Warning Letter
06/24/2014,06/16/2014,Terry Pominville,New York District Office,Illegal Drug Residue,Warning Letter
06/24/2014,06/16/2014,Bee-Line Farm,New York District Office,Illegal Drug Residue,Warning Letter
06/24/2014,06/17/2014,"Te Velde Holsteins, LLC",Denver District Office,Illegal Drug Residue,Warning Letter
06/24/2014,06/12/2014,"ID Biomedical Corp., a subsidary of GSK Biologicals",Center for Biologics Evaluation and Research,CGMP/Deviations/Biologics License Application(BLA),Warning Letter
06/24/2014,06/12/2014,Bellisio Foods Inc,Cincinnati District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
06/24/2014,06/04/2014,Polonica Inc.,New Jersey District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
06/24/2014,04/04/2014,East West Distributors,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
06/17/2014,06/02/2014,"Antibioticos, S.A.",Center for Drug Evaluation and Research,Generic Drug User Fee Amendments of 2012 (GDUFA),Warning Letter
06/17/2014,06/04/2014,"Enhancement Medical, LLC",Minneapolis District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
06/17/2014,06/06/2014,Lee and Company,Dallas District Office,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
06/17/2014,06/09/2014,Newell Farms,Detroit District Office,Illegal Drug Residue,Warning Letter
06/17/2014,06/10/2014,"Tianjin Zhongan Pharmaceutical Co., Ltd.",Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
06/17/2014,06/02/2014,"American Antibiotics, Inc.",Center for Drug Evaluation and Research,Generic Drug User Fee Amendments of 2012 (GDUFA),Warning Letter
06/16/2014,03/26/2014,P & D Seafood Company Inc,Los Angeles District Office,Seafood HACCP/CGMP for Foods/Adulterated,Warning Letter
06/16/2014,06/16/2014,Apotex Pharmachem India Pvt Ltd.,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
06/10/2014,05/29/2014,www.cigaretteshouse.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
06/10/2014,01/15/2014,"Medaus, Inc.",New Orleans District Office,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
06/10/2014,04/10/2014,"AMKS TIME RELEASE LAB, LLC",Center for Drug Evaluation and Research,Sponsor/Monitor/Contract Research Organization,Warning Letter
06/10/2014,04/18/2014,"Rogerio Lobo, M.D.",Center for Drug Evaluation and Research,Sponsor,Warning Letter
06/10/2014,05/29/2014,"LSG Sky Chefs, Inc.",Seattle District Office,Airline Catering Facility/Labeling/Misbranded,Warning Letter
06/10/2014,05/29/2014,Luce Dairy Farm,New York District Office,Illegal Drug Residue,Warning Letter
06/10/2014,05/30/2014,www.duty-free-goods.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
06/10/2014,05/30/2014,Roundman's Smokehouse,San Francisco District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
06/10/2014,05/13/2014,"Fiber Foods, Incorporated",Baltimore District Office,Food Labeling/Adulterated/Misbranded,Warning Letter
06/10/2014,01/23/2014,Cotton High Tech S.L. (d/ba COHITECH),Center for Devices and Radiological Health,Quality System Regulation for Medical Devices/Adulterated/Misbranded,Warning Letter
06/10/2014,04/21/2014,Labotech Microscopes India Private Limited,Center for Devices and Radiological Health,Medical Device Reporting/Adulterated/Misbranding,Warning Letter
06/10/2014,03/28/2014,Instrumed Gmbh,Center for Devices and Radiological Health,Medical Device Reporting/Adulterated/Misbranding,Warning Letter
06/10/2014,05/30/2014,Neurolumen LLC,Dallas District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
06/10/2014,04/30/2014,"Sewell, Michele M.D.",Center for Drug Evaluation and Research,Clinical Investigator,Warning Letter
06/10/2014,01/24/2014,C.S.O. S.R.L.,Center for Devices and Radiological Health,Medical Device Reporting/Adulterated/Misbranding,Warning Letter
06/10/2014,04/07/2014,www.buyonline-cigarettes.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
06/10/2014,06/05/2014,www.smokerdirect.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
06/10/2014,06/06/2014,www.200cheapcigarettes.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
06/09/2014,05/15/2014,Southeast Asian Packaging and Canning Limited.,Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated,Warning Letter
06/09/2014,05/21/2014,A.R.C. LASER GMBH,Center for Devices and Radiological Health,Medical Device Reporting/Misbranded,Warning Letter
06/09/2014,05/25/2014,"Precision Needle Manufacturing, Inc.",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
06/03/2014,05/21/2014,CJ Dairy Farm,New York District Office,Illegal Drug Residue,Warning Letter
06/03/2014,05/22/2014,Aesthetics Systems Usa Inc,Center for Devices and Radiological Health,Promotion and Advertising/Misleading/Misbranded,Warning Letter
06/03/2014,05/22/2014,Steris Isomedix Services,Chicago District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
06/03/2014,05/15/2014,AMK Food Export (Pvt) Ltd,Center for Food Safety and Applied Nutrition,"Seafood HACCP/CGMP for Foods/Adulterated, Low Acid Canned Food Regulation/Adulterated",Warning Letter
06/03/2014,04/30/2014,"Fandino, Ana J.",Center for Drug Evaluation and Research,Clinical Investigator,Warning Letter
06/03/2014,05/29/2014,www.cigarette-brands.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
05/27/2014,04/02/2014,Graviola Group,San Juan District Office,Unapproved and Misbranded New Drugs,Warning Letter
05/27/2014,05/22/2014,"Gourmail, Inc. dba Jyoti Natural Foods",Philadelphia District Office,"CGMP For Manufacturing, Packing, or Holding Human Food/Adulterated",Warning Letter
05/27/2014,05/09/2014,Nature's Pharmacy & Compounding Center,Atlanta District Office,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
05/27/2014,05/16/2014,Jack Hall Farm,Cincinnati District Office,Illegal Drug Residue,Warning Letter
05/27/2014,05/20/2014,"Hemcon Medical Technologies, Inc.",Seattle District Office,Device/Lacks Premarket Approval Notification/Adulterated,Warning Letter
05/27/2014,05/21/2014,The Utopia Group LLC,Cincinnati District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
05/27/2014,05/22/2014,Shawn Bender,New York District Office,Illegal Drug Residue,Warning Letter
05/27/2014,05/06/2014,"Empresas Barsan, Inc.",San Juan District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
05/27/2014,03/28/2014,"M&A Caribbean Traders, Inc",San Juan District Office,Unapproved and Misbranded New Drugs,Warning Letter
05/27/2014,04/22/2014,Mundo Natural Inc,San Juan District Office,Unapproved and Misbranded New Drugs,Warning Letter
05/20/2014,04/04/2014,"Xtra Life Natural Systems, Inc.",Florida District Office,"CGMP/Manufacturing, Packaging, Labeling, or Holding Operations for Dietary Supplements/Adulterated",Warning Letter
05/20/2014,04/11/2014,SANUM-Kehlbeck GmbH & Co. KG,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
05/20/2014,04/23/2014,Ip-6 International Inc.,Florida District Office,Unapproved and Misbranded New Drugs,Warning Letter
05/20/2014,05/02/2014,"Grandpa's Compounding Pharmacy, Inc.",San Francisco District Office,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
05/20/2014,05/07/2014,Sun Pharmaceutical Industries Limited - Karkhadi,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
05/20/2014,05/08/2014,Nuvolase Inc.,San Francisco District Office,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device,Warning Letter
05/20/2014,05/08/2014,"Analytical Control Systems, Inc",Detroit District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
05/20/2014,05/09/2014,"Jade & Pearl, Inc.",Florida District Office,Medical Device Reporting/Premarket Approval/Misbranded,Warning Letter
05/20/2014,05/12/2014,Veinwave Ltd,Center for Devices and Radiological Health,Promotion and Advertising/Misleading/Misbranded,Warning Letter
05/20/2014,05/13/2014,Maharaja Foods Importers Inc.,New York District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
05/20/2014,05/13/2014,Louisa Food Products Inc,Kansas City District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
05/20/2014,02/27/2014,Cooper Vision Caribbean Corp.,San Juan District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
05/20/2014,05/08/2014,Advanced Renal Technologies Inc,Seattle District Office,CGMP/QSR/Medical Devices/Adulterated/Misbranded,Warning Letter
05/20/2014,05/02/2014,Brookfield Prescription Center Inc. dba MD Custom Rx,Minneapolis District Office,CGMP/Finished Pharmaceuticals/Adulterated/Misbranded,Warning Letter
05/20/2014,05/13/2014,"Cardiac Assist, Inc",Philadelphia District Office,Medical Device Reporting/Misbranded,Warning Letter
05/20/2014,05/12/2014,Led Dental Inc,Center for Devices and Radiological Health,Promotion and Advertising/Misleading/Misbranded,Warning Letter
05/20/2014,03/28/2014,Impladent Ltd.,Center for Devices and Radiological Health,Sponsor/Monitor/Contract Research Organization,Warning Letter
05/20/2014,04/28/2014,"Birhiray, Ruemu",Center for Drug Evaluation and Research,Clinical Investigator,Warning Letter
05/14/2014,04/23/2014,Smokers Outlet Online,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
05/13/2014,05/01/2014,Dr. Joel Kaplan Inc.,Los Angeles District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
05/13/2014,05/05/2014,"Gallagher Farms, LLC",New York District Office,Illegal Drug Residue,Warning Letter
05/13/2014,05/06/2014,Eddies Place d/b/a Esther Kwakyewa,New York District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
05/13/2014,04/17/2014,"CDJ Holding, Inc., DBA Pacific BioLogic Co.",San Francisco District Office,"CGMP/Manufacturing, Packaging, Labeling, or Holding Operations for Dietary Supplements/Adulterated",Warning Letter
05/13/2014,04/30/2014,"Caito Fisheries, Inc.",San Francisco District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
05/13/2014,05/06/2014,Galil Importing Corp.,New York District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
05/13/2014,04/23/2014,"Cho & So, Inc. DBA Oh Bakery",Philadelphia District Office,"CGMP/Manufacturing, Packing or Holding Human Food/Adulterated/Insanitary Conditions",Warning Letter
05/13/2014,05/01/2014,"Sea Fex, Inc. dba Seafood Express",Philadelphia District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
05/06/2014,04/28/2014,Acme Monaco Corporation,New England District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
05/06/2014,04/15/2014,Cook Vascular Inc.,Center for Devices and Radiological Health,Medical Device/Adulterated/Misbranded/Lacks PMA and/or 510(k); Promotion and Advertising/Misleading/Misbranded,Warning Letter
05/06/2014,04/21/2014,Greer Laboratories Inc,Office of Regulatory Affairs,CGMP Deviations,Warning Letter
05/06/2014,04/25/2014,Gold Standard Diagnostics,San Francisco District Office,Quality System Regulation for Medical Devices/Adulterated,Warning Letter
05/06/2014,04/30/2014,Blue Ridge Pharmacy and Compounding Center,Atlanta District Office,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
05/06/2014,04/11/2014,Sanmina-SCI AB,Center for Devices and Radiological Health,Medical Devices/Adulterated/Quality System Regulation (QSR),Warning Letter
05/06/2014,04/22/2014,Griffith Dairy,Denver District Office,Illegal Drug Residue,Warning Letter
05/05/2014,03/21/2014,"Shima Laboratories Co., Ltd.",Center for Devices and Radiological Health,CGMP/QSR/Manufacture/Packing/Storage/Installation/Adulterated,Warning Letter
04/29/2014,04/09/2014,Pereira's Dairy Farm,New York District Office,Illegal Drug Residue,Warning Letter
04/29/2014,04/17/2014,Biondillo's Bakery,Chicago District Office,"CGMP Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated/Misbranded",Warning Letter
