Letter Issue Date,Company Name,Issuing Office,Regulated Product,Subject,Letter Type
5/15/2014,AMK Food Export (Pvt) Ltd,Center for Food Safety and Applied Nutrition,,,Warning Letter
5/14/2014,"SSE Manufacturing, Inc",Dallas District Office,,,Warning Letter
5/13/2014,"Cardiac Assist, Inc",Philadelphia District Office,,,Warning Letter
5/13/2014,Maharaja Foods Importers Inc.,New York District Office,,,Warning Letter
5/13/2014,"Fiber Foods, Incorporated",Baltimore District Office,,,Warning Letter
5/13/2014,Louisa Food Products Inc,Kansas City District Office,,,Warning Letter
5/12/2014,Veinwave Ltd,Center for Devices and Radiological Health,,,Warning Letter
5/12/2014,Led Dental Inc,Center for Devices and Radiological Health,,,Warning Letter
5/9/2014,Nature's Pharmacy & Compounding Center,Atlanta District Office,,,Warning Letter
5/9/2014,"Jade & Pearl, Inc.",Florida District Office,,,Warning Letter
5/8/2014,Nuvolase Inc.,San Francisco District Office,,,Warning Letter
5/8/2014,Advanced Renal Technologies Inc,Seattle District Office,,,Warning Letter
5/8/2014,"Analytical Control Systems, Inc",Detroit District Office,,,Warning Letter
5/7/2014,Sun Pharmaceutical Industries Limited - Karkhadi,Center for Drug Evaluation and Research,,,Warning Letter
5/6/2014,"Empresas Barsan, Inc.",San Juan District Office,,,Warning Letter
5/6/2014,Galil Importing Corp.,New York District Office,,,Warning Letter
5/6/2014,Eddies Place d/b/a Esther Kwakyewa,New York District Office,,,Warning Letter
5/5/2014,"Gallagher Farms, LLC",New York District Office,,,Warning Letter
5/2/2014,"Grandpa's Compounding Pharmacy, Inc.",San Francisco District Office,,,Warning Letter
5/2/2014,Brookfield Prescription Center Inc. dba MD Custom Rx,Minneapolis District Office,,,Warning Letter
5/1/2014,Dr. Joel Kaplan Inc.,Los Angeles District Office,,,Warning Letter
5/1/2014,"Sea Fex, Inc. dba Seafood Express",Philadelphia District Office,,,Warning Letter
4/30/2014,FRANZESE S.P.A.,Center for Food Safety and Applied Nutrition,,,Warning Letter
4/30/2014,"Sewell, Michele M.D.",Center for Drug Evaluation and Research,,,Warning Letter
4/30/2014,"Caito Fisheries, Inc.",San Francisco District Office,,,Warning Letter
4/30/2014,"Fandino, Ana J.",Center for Drug Evaluation and Research,,,Warning Letter
4/30/2014,Blue Ridge Pharmacy and Compounding Center,Atlanta District Office,,,Warning Letter
4/28/2014,"Birhiray, Ruemu",Center for Drug Evaluation and Research,,,Warning Letter
4/28/2014,Acme Monaco Corporation,New England District Office,,,Warning Letter
4/25/2014,Gold Standard Diagnostics,San Francisco District Office,,,Warning Letter
4/23/2014,"GaleMed Xiamen Co., Ltd.",Center for Devices and Radiological Health,,,Warning Letter
4/23/2014,"Cho & So, Inc. DBA Oh Bakery",Philadelphia District Office,,,Warning Letter
4/23/2014,Ip-6 International Inc.,Florida District Office,,,Warning Letter
4/23/2014,Smokers Outlet Online,Center for Tobacco Products,,,Warning Letter
4/22/2014,Griffith Dairy,Denver District Office,,,Warning Letter
4/22/2014,Mundo Natural Inc,San Juan District Office,,,Warning Letter
4/22/2014,Charlemagnes Tree Farm Ltd dba Hudson Valley Homestead,New York District Office,,,Warning Letter
4/22/2014,River Hills Harvest dba Elderberrylife,Kansas City District Office,,,Warning Letter
4/22/2014,"Americare Compounding, LLC.",New York District Office,,,Warning Letter
4/21/2014,Labotech Microscopes India Private Limited,Center for Devices and Radiological Health,,,Warning Letter
4/21/2014,Greer Laboratories Inc,Office of Regulatory Affairs,,,Warning Letter
4/18/2014,"Rogerio Lobo, M.D.",Center for Drug Evaluation and Research,,,Warning Letter
4/18/2014,Pancrazio S.P.A.,Center for Food Safety and Applied Nutrition,,,Warning Letter
4/18/2014,Iowa Select Herbs,Kansas City District Office,,,Warning Letter
4/17/2014,Biondillo's Bakery,Chicago District Office,,,Warning Letter
4/17/2014,Mar Cor Purification,Minneapolis District Office,,,Warning Letter
4/17/2014,"CDJ Holding, Inc., DBA Pacific BioLogic Co.",San Francisco District Office,,,Warning Letter
4/16/2014,"Instituto Bioclon, S.A. de C.V.",Center for Biologics Evaluation and Research,,,Warning Letter
4/15/2014,Cook Vascular Inc.,Center for Devices and Radiological Health,,,Warning Letter
4/11/2014,"Rongcheng Shidao Guangxin Food Co., Ltd.",Center for Food Safety and Applied Nutrition,,,Warning Letter
4/11/2014,SANUM-Kehlbeck GmbH & Co. KG,Center for Drug Evaluation and Research,,,Warning Letter
4/11/2014,Han Yang Oriental Food Mfg,Seattle District Office,,,Warning Letter
4/11/2014,Sanmina-SCI AB,Center for Devices and Radiological Health,,,Warning Letter
4/10/2014,"AMKS TIME RELEASE LAB, LLC",Center for Drug Evaluation and Research,,,Warning Letter
4/10/2014,Montana Fish Company,Seattle District Office,,,Warning Letter
4/10/2014,"American Medical Systems, Inc.",Minneapolis District Office,,,Warning Letter
4/9/2014,Pereira's Dairy Farm,New York District Office,,,Warning Letter
4/9/2014,"Boyko Foods, LLC",Minneapolis District Office,,,Warning Letter
4/9/2014,"Sunrise Meats, Inc.",Seattle District Office,,,Warning Letter
4/8/2014,Doughty Valley Holsteins LLC,Cincinnati District Office,,,Warning Letter
4/7/2014,www.buyonline-cigarettes.com,Center for Tobacco Products,,,Warning Letter
4/7/2014,Iowa Orchard LLC,Kansas City District Office,,,Warning Letter
4/7/2014,ConAgra Foods Inc,Kansas City District Office,,,Warning Letter
4/4/2014,East West Distributors,Center for Tobacco Products,,,Warning Letter
4/4/2014,"Xtra Life Natural Systems, Inc.",Florida District Office,,,Warning Letter
4/4/2014,Driven Sports Inc.,Center for Food Safety and Applied Nutrition,,,Warning Letter
4/4/2014,Serpe & Sons Inc,Philadelphia District Office,,,Warning Letter
4/3/2014,"Ed Fields & Sons, Inc",Minneapolis District Office,,,Warning Letter
4/2/2014,Pure Herbs Ltd,Detroit District Office,,,Warning Letter
4/2/2014,AB Science,Center for Veterinary Medicine,,,Warning Letter
4/2/2014,Graviola Group,San Juan District Office,,,Warning Letter
4/1/2014,"Cytophil, Inc.",Minneapolis District Office,,,Warning Letter
4/1/2014,Bio-Recovery Inc.,Minneapolis District Office,,,Warning Letter
4/1/2014,LumiQuick Diagnostics Inc.,San Francisco District Office,,,Warning Letter
3/28/2014,Atom Medical Corporation,Center for Devices and Radiological Health,,,Warning Letter
3/28/2014,"M&A Caribbean Traders, Inc",San Juan District Office,,,Warning Letter
3/28/2014,Instrumed Gmbh,Center for Devices and Radiological Health,,,Warning Letter
3/28/2014,Impladent Ltd.,Center for Devices and Radiological Health,,,Warning Letter
3/28/2014,"North Florida Holsteins, LLC.",Florida District Office,,,Warning Letter
3/28/2014,Wagner Dairy Operations LLC,Minneapolis District Office,,,Warning Letter
3/27/2014,"DEWMAR INTERNATIONAL BMC, INC",New Orleans District Office,,,Warning Letter
3/26/2014,P & D Seafood Company Inc,Los Angeles District Office,,,Warning Letter
3/26/2014,All American Coop,Minneapolis District Office,,,Warning Letter
3/26/2014,Jernigan Dairy,San Francisco District Office,,,Warning Letter
3/24/2014,"Burnette Foods, Inc.",Detroit District Office,,,Warning Letter
3/24/2014,Gulf Shrimp Co. LLC,New England District Office,,,Warning Letter
3/24/2014,Kaiser Air Inc,San Francisco District Office,,,Warning Letter
3/21/2014,"Sandeep Bagla, MD",Center for Devices and Radiological Health,,,Warning Letter
3/21/2014,"Shima Laboratories Co., Ltd.",Center for Devices and Radiological Health,,,Warning Letter
3/21/2014,"Tang Sang Hah Co., Ltd",Center for Food Safety and Applied Nutrition,,,Warning Letter
3/21/2014,Aloe Man International Corp,Florida District Office,,,Warning Letter
3/21/2014,www.cigaretteson.com,Center for Tobacco Products,,,Warning Letter
3/20/2014,Whole Foods Market Denver Distribution Center,Denver District Office,,,Warning Letter
3/20/2014,Woodcrest Dairy Llc,New York District Office,,,Warning Letter
3/20/2014,Best Choice Trading Corp.,New York District Office,,,Warning Letter
3/19/2014,"Bremer, William",Minneapolis District Office,,,Warning Letter
3/19/2014,"Monica Farms, LLC",New York District Office,,,Warning Letter
3/18/2014,"Moussa C. Mansour, MD",Center for Devices and Radiological Health,,,Warning Letter
3/18/2014,SmithKline Beecham (Cork) Ltd.,Center for Drug Evaluation and Research,,,Warning Letter
3/17/2014,Josephson's Smokehouse,Seattle District Office,,,Warning Letter
3/17/2014,Branson Baking Co,Kansas City District Office,,,Warning Letter
3/17/2014,Jonathan S. Allgyer,Minneapolis District Office,,,Warning Letter
3/17/2014,E. W. Mailhot Sausage Company,New England District Office,,,Warning Letter
3/17/2014,"Ultradent Products, Inc.",Denver District Office,,,Warning Letter
3/14/2014,"Pattanam D. Srinivasan, MD",Center for Devices and Radiological Health,,,Warning Letter
3/14/2014,Dexcom Inc,Los Angeles District Office,,,Warning Letter
3/13/2014,"Libi Labs, Inc.",Florida District Office,,,Warning Letter
3/12/2014,"Savar Food Products, Inc.",New York District Office,,,Warning Letter
3/11/2014,Teleflex Medical,Chicago District Office,,,Warning Letter
3/11/2014,Colorado Histo-Prep,Center for Drug Evaluation and Research,,,Warning Letter
3/11/2014,Royal Foods,Center for Food Safety and Applied Nutrition,,,Warning Letter
3/9/2014,Jieying Laboratory Inc,Center for Devices and Radiological Health,,,Warning Letter
3/7/2014,Deseo Rebajar,San Juan District Office,,,Warning Letter
3/7/2014,"Hospira, Inc.",Atlanta District Office,,,Warning Letter
3/7/2014,Pentec Health,Philadelphia District Office,,,Warning Letter
3/7/2014,"Russian Products, Inc.",New York District Office,,,Warning Letter
3/7/2014,"Martin, Marlin",Detroit District Office,,,Warning Letter
3/6/2014,Britto Seafoods Exports Pvt. Ltd.,Center for Food Safety and Applied Nutrition,,,Warning Letter
3/6/2014,"Marfish, Inc.",Florida District Office,,,Warning Letter
3/6/2014,Smruthi Organics Limited,Center for Drug Evaluation and Research,,,Warning Letter
3/6/2014,"Golden Crown Bakery, Inc. dba Panzanella Bread Company",Seattle District Office,,,Warning Letter
3/6/2014,Diamond B Dairy,Seattle District Office,,,Warning Letter
3/6/2014,Han Sung Sikpoom Trading Co.,New York District Office,,,Warning Letter
3/6/2014,Hong Lee Trading Inc,New York District Office,,,Warning Letter
3/6/2014,"La Tienda, Inc.",Baltimore District Office,,,Warning Letter
3/4/2014,"Ocean Queen USA, Inc., dba IMP Foods, Inc.",San Francisco District Office,,,Warning Letter
3/3/2014,Erickson Dairy LLC,Minneapolis District Office,,,Warning Letter
2/28/2014,Richard Wolf Medical Instruments Corp.,Chicago District Office,,,Warning Letter
2/28/2014,"Village Fertility Pharmacy, Inc.",New England District Office,,,Warning Letter
2/28/2014,"Total Pharmacy Services, Inc.",New Orleans District Office,,,Warning Letter
2/28/2014,Wilton Black,New England District Office,,,Warning Letter
2/27/2014,Cooper Vision Caribbean Corp.,San Juan District Office,,,Warning Letter
2/27/2014,Canton Laboratories Pvt. Ltd.,Center for Drug Evaluation and Research,,,Warning Letter
2/26/2014,Neomedix Corp,Center for Devices and Radiological Health,,,Warning Letter
2/25/2014,Ontario Ranch Holsteins,Los Angeles District Office,,,Warning Letter
2/25/2014,"Canadian Feedyard, LLLP",Dallas District Office,,,Warning Letter
2/21/2014,"Wedgewood Village Pharmacy, Inc.",New Jersey District Office,,,Warning Letter
2/21/2014,"Apple Valley Orchards, LLC.",New Orleans District Office,,,Warning Letter
2/21/2014,"Zimmermann, Ralf C.",Center for Drug Evaluation and Research,,,Warning Letter
2/20/2014,Falls View Farm,New York District Office,,,Warning Letter
2/19/2014,"Pallimed Solutions, Inc.",New England District Office,,,Warning Letter
2/18/2014,"Lowlite Investments, Inc. D/B/A Olympia Pharmacy",Florida District Office,,,Warning Letter
2/18/2014,Bridgewater Dairy LLC.,Cincinnati District Office,,,Warning Letter
2/14/2014,"Newberry Feed & Farm, Inc.",Atlanta District Office,,,Warning Letter
2/14/2014,Nora Apothecary Pharmacy,Detroit District Office,,,Warning Letter
2/14/2014,17 Merrill Drive LLC,New England District Office,,,Warning Letter
2/12/2014,Bluegrass Dairy and Food Inc,Cincinnati District Office,,,Warning Letter
2/12/2014,Reyskens Dairy Llc,Cincinnati District Office,,,Warning Letter
2/12/2014,Smoke Shop Plus,Center for Tobacco Products,,,Warning Letter
2/11/2014,"Maximus Niterider International Group, Inc.",Los Angeles District Office,,,Warning Letter
2/11/2014,www.smokecitymichigan.com,Center for Tobacco Products,,,Warning Letter
2/11/2014,"Hometown Veterinary Care, P.C.",New England District Office,,,Warning Letter
2/7/2014,Advanced Interventional Pain Ctr IRB,Center for Devices and Radiological Health,,,Warning Letter
2/6/2014,Schafer Fisheries,Chicago District Office,,,Warning Letter
2/6/2014,Usv Limited,Center for Drug Evaluation and Research,,,Warning Letter
2/6/2014,"Pulmuone Foods USA, Inc.",San Francisco District Office,,,Warning Letter
2/5/2014,Alex Jackson and Wayne Jackson,New England District Office,,,Warning Letter
2/3/2014,Swiss Mountain View Egg Farm,Los Angeles District Office,,,Warning Letter
2/3/2014,Orth Farms LLC,New York District Office,,,Warning Letter
2/3/2014,Heartsine Technologies Inc,Philadelphia District Office,,,Warning Letter
1/31/2014,CBSCHEM LIMITED,Center for Drug Evaluation and Research,,,Warning Letter
1/31/2014,Huwen Huang Import And Export Sa,Center for Food Safety and Applied Nutrition,,,Warning Letter
1/31/2014,"Exclusive Supplements, Inc.",Philadelphia District Office,,,Warning Letter
1/31/2014,"NatureAll-STF Holding, LLC",Denver District Office,,,Warning Letter
1/31/2014,Slim Beauty USA,Kansas City District Office,,,Warning Letter
1/30/2014,"Amber Technology, LLC",Denver District Office,,,Warning Letter
1/30/2014,Manuel and Maria Silva Dairy,San Francisco District Office,,,Warning Letter
1/29/2014,"Hillegass Dairy, LLC.",Philadelphia District Office,,,Warning Letter
1/29/2014,Campbell Dairy Farm,New Orleans District Office,,,Warning Letter
1/29/2014,ConMed Electrosurgery,Denver District Office,,,Warning Letter
1/29/2014,"Insert Depot, Inc",Florida District Office,,,Warning Letter
1/28/2014,Hudson Radiology Center,New Jersey District Office,,,Warning Letter
1/28/2014,B & E Dairy,Los Angeles District Office,,,Warning Letter
1/27/2014,Seorak Clean Food,Center for Food Safety and Applied Nutrition,,,Warning Letter
1/27/2014,"Amgen, Inc.",Los Angeles District Office,,,Warning Letter
1/24/2014,C.S.O. S.R.L.,Center for Devices and Radiological Health,,,Warning Letter
1/23/2014,Cotton High Tech S.L. (d/ba COHITECH),Center for Devices and Radiological Health,,,Warning Letter
1/23/2014,"Mongiello Italian Cheese Specialties, Inc. dba Formaggio",New York District Office,,,Warning Letter
1/23/2014,"Pacific Standard Distributors, inc",Seattle District Office,,,Warning Letter
1/22/2014,"Home Intensive Care Pharmacy, Inc.",Dallas District Office,,,Warning Letter
1/22/2014,Intensive Nutrition Incorporated,San Francisco District Office,,,Warning Letter
1/22/2014,Zubrzycki Homestead,New York District Office,,,Warning Letter
1/21/2014,Oskri Corp.,Minneapolis District Office,,,Warning Letter
1/17/2014,Baxter Healthcare Corp.,Chicago District Office,,,Warning Letter
1/17/2014,"Shank Farms, Inc.",Baltimore District Office,,,Warning Letter
1/17/2014,"Avella of Deer Valley, Inc.",Los Angeles District Office,,,Warning Letter
1/16/2014,Gadre Marine Export Pvt. Ltd.,Center for Food Safety and Applied Nutrition,,,Warning Letter
1/16/2014,Advanced Magnetic Research Institute International LLC,Center for Devices and Radiological Health,,,Warning Letter
1/16/2014,www.buy-sigaretts.com,Center for Tobacco Products,,,Warning Letter
1/15/2014,China Daheng Group Inc.,Center for Devices and Radiological Health,,,Warning Letter
1/15/2014,"Medaus, Inc.",New Orleans District Office,,,Warning Letter
1/15/2014,"Recsei Laboratories, LLC",Los Angeles District Office,,,Warning Letter
1/15/2014,"Advanced Photonic Systems, LLC",Center for Devices and Radiological Health,,,Warning Letter
1/15/2014,"Lucky Beauty Equipment Co., LTD.",Center for Devices and Radiological Health,,,Warning Letter
1/15/2014,"Yuet Heung Yuen Sauce Food (ZhuHai) Co., Ltd",Center for Food Safety and Applied Nutrition,,,Warning Letter
1/15/2014,Elmer Yoder,Kansas City District Office,,,Warning Letter
1/14/2014,Triangle Compounding,Atlanta District Office,,,Warning Letter
1/13/2014,"Back To Back Medical, LLC",Florida District Office,,,Warning Letter
1/13/2014,"ARO Pistachios, Inc.",San Francisco District Office,,,Warning Letter
1/13/2014,"Wild Rose Dairy, LLC",Minneapolis District Office,,,Warning Letter
1/10/2014,Mercy Hospital Medical Center IRB,Center for Devices and Radiological Health,,,Warning Letter
